Item SKU,Store,Supplier,Cost per Unit ($),On Hand,Annual Demand
8448,080212,B,191.00,195,2017
8449,003480,A,236.37,1,11
8449,01611,B,265.38,50,481
8449,020109,A,399.86,186,1890
8449,020109,C,246.18,193,1787
8449,080212,A,722.59,94,942
8449,080212,B,225.88,24,259
8449,080212,D,142.79,184,1783
8454,003480,A,409.56,13,140
8454,01611,A,59.27,134,1203
8454,020109,A,234.84,42,408
8454,020109,D,857.36,76,717
8454,031779,B,297.83,87,753
8454,080212,A,345.16,148,1292
8454,080212,C,724.60,177,1721
8465,003480,A,63.29,172,1553
8465,003480,B,304.00,195,1892
8465,003480,C,160.05,39,394
8465,01611,C,308.95,191,1784
8465,031779,B,598.15,125,1201
8465,031779,C,667.11,31,326
8465,080212,C,487.06,55,531
8467,003480,A,610.10,71,628
8467,003480,C,692.24,114,1121
8467,031779,A,760.73,199,2120
8467,031779,C,457.48,98,983
8467,031779,D,294.76,21,225
8468,003480,A,513.54,90,968
8468,01611,C,433.99,115,1113
8468,020109,A,356.57,107,979
8468,020109,B,868.93,155,1581
8468,031779,B,581.29,12,126
8468,031779,C,895.91,21,227
8468,080212,A,346.10,39,374
8472,003480,B,484.34,157,1321
8472,003480,D,193.44,57,564
8472,020109,A,220.94,148,1269
8472,080212,B,263.25,150,1382
8480,003480,A,885.11,112,987
8480,01611,A,620.84,52,550
8480,020109,A,72.24,163,1658
8480,020109,D,483.37,75,692
8480,031779,B,563.96,84,837
8480,031779,D,75.99,43,457
8480,080212,C,741.82,158,1402
8482,003480,C,74.59,126,1083
8482,020109,B,675.32,190,1873
8482,031779,A,631.27,96,919
8482,031779,B,474.51,2,18
8482,080212,A,624.47,34,318
8482,080212,C,504.98,66,641
8482,080212,D,266.32,55,552
8501,01611,A,69.79,97,825
8501,020109,C,392.11,124,1137
8501,031779,C,588.28,194,1826
8501,080212,C,235.53,106,1063
8502,003480,A,82.80,158,1363
8502,01611,B,909.16,85,785
8502,01611,C,772.09,132,1348
8502,01611,D,100.40,134,1237
8502,020109,A,561.31,178,1771
8502,031779,A,557.56,181,1700
8502,080212,C,224.14,158,1386
8507,003480,A,503.05,161,1389
8507,003480,B,36.19,94,977
8507,01611,C,245.49,56,536
8507,020109,A,117.35,42,427
8507,020109,C,958.53,26,255
8507,031779,A,297.41,103,908
8507,031779,B,613.29,95,894
8507,031779,D,468.93,5,51
8507,080212,A,684.21,7,73
8516,01611,B,946.72,184,1773
8516,01611,D,38.82,91,903
8516,020109,A,692.56,156,1676
8516,031779,A,153.03,71,684
8516,031779,B,38.03,113,1083
8516,031779,C,600.38,126,1065
8522,003480,A,947.58,11,95
8522,003480,B,823.44,37,330
8522,003480,D,504.07,2,21
8522,01611,A,535.58,190,1828
8522,01611,B,375.92,29,250
8522,031779,B,500.12,60,523
8522,031779,D,898.08,183,1917
8525,003480,A,98.09,36,341
8525,003480,C,421.21,156,1559
8525,01611,B,844.52,36,309
8525,020109,A,1026.18,87,865
8525,031779,B,19.30,74,771
8525,080212,A,1028.40,42,360
8525,080212,B,990.24,56,539
8525,080212,D,206.55,70,595
8530,003480,A,626.07,93,887
8530,003480,B,660.09,149,1576
8530,003480,C,772.74,36,347
8530,01611,B,680.88,57,507
8530,020109,B,867.83,91,863
8530,031779,C,107.17,130,1175
8530,080212,A,529.83,119,1159
8530,080212,C,569.29,126,1165
8536,003480,C,92.16,52,488
8536,01611,A,455.58,176,1806
8536,01611,B,931.66,38,393
8536,020109,A,580.44,31,325
8536,020109,C,699.11,74,768
8536,031779,B,482.27,85,827
8536,031779,D,960.26,5,52
8536,080212,A,701.93,66,681
8536,080212,C,582.66,188,1622
8549,01611,C,68.86,190,1926
8549,01611,D,789.89,96,872
8549,020109,B,939.48,182,1540
8549,080212,A,150.79,141,1275
8554,003480,A,109.49,177,1871
8554,003480,C,533.67,136,1300
8554,020109,B,435.09,179,1733
8554,031779,A,659.13,174,1631
8554,031779,B,254.10,105,1006
8554,080212,A,318.71,66,661
8554,080212,D,71.07,198,1700
8556,01611,B,1107.44,49,447
8556,01611,C,584.43,40,399
8556,020109,B,453.83,160,1398
8556,031779,A,91.77,29,267
8556,080212,A,142.16,43,366
8556,080212,C,740.33,186,1743
8556,080212,D,4.68,155,1577
8570,01611,A,884.04,186,1848
8570,01611,B,898.79,10,87
8570,01611,D,143.41,65,648
8570,020109,A,392.53,63,579
8570,020109,B,816.00,153,1356
8570,080212,C,122.48,160,1488
8570,080212,D,493.87,164,1730
8572,003480,B,670.70,136,1370
8572,003480,D,464.90,83,803
8572,01611,A,329.60,168,1676
8572,01611,B,400.92,11,113
8572,020109,A,119.38,35,314
8574,003480,A,419.33,112,1107
8574,003480,B,577.47,46,426
8574,003480,D,570.45,167,1500
8574,020109,C,78.98,103,1020
8574,031779,C,1017.17,151,1373
8574,080212,A,35.57,147,1583
8574,080212,D,117.52,101,1009
8585,003480,A,856.94,147,1354
8585,01611,A,637.70,14,143
8585,01611,C,259.72,71,709
8585,01611,D,100.53,186,2007
8585,020109,B,51.41,45,423
8585,020109,D,349.69,122,1213
8585,031779,A,459.80,199,2004
8585,031779,B,152.56,105,1085
8585,080212,A,1080.31,164,1767
8588,01611,B,758.29,6,59
8588,01611,D,573.39,21,220
8588,031779,B,231.80,13,109
8588,080212,A,739.07,13,133
8588,080212,B,1118.89,81,805
8588,080212,C,947.48,31,305
8591,003480,C,702.68,67,602
8591,003480,D,391.24,31,284
8591,01611,A,534.68,81,801
8591,01611,C,1069.13,111,987
8591,01611,D,834.13,140,1235
8591,020109,C,433.73,80,728
8591,031779,A,488.39,48,414
8591,031779,B,1089.16,103,1016
8591,080212,A,489.55,200,2097
8591,080212,C,169.92,193,1765
8591,080212,D,873.15,91,870
8592,003480,A,487.08,1,9
8592,003480,D,37.74,93,996
8592,01611,B,598.39,139,1288
8592,031779,A,404.94,41,359
8592,031779,B,44.59,21,220
8592,031779,C,359.53,10,98
8592,031779,D,1012.34,34,334
8592,080212,A,62.37,58,531
8593,003480,B,813.20,46,461
8593,003480,C,1059.25,110,1105
8593,01611,B,1100.44,75,809
8593,020109,C,1157.35,148,1515
8593,031779,B,580.70,136,1376
8593,080212,A,174.37,0,0
8593,080212,D,1116.22,187,1913
8598,003480,A,1011.67,2,20
8598,003480,B,0.91,67,639
8598,003480,C,768.18,23,198
8598,003480,D,835.42,48,500
8598,020109,A,1019.64,149,1403
8598,020109,C,446.35,165,1729
8598,031779,C,724.33,171,1782
8602,003480,A,269.09,174,1643
8602,003480,B,686.68,164,1544
8602,003480,C,304.26,160,1694
8602,01611,B,1018.17,45,422
8602,01611,C,1060.83,26,262
8602,020109,A,186.02,93,924
8602,020109,B,391.03,107,1036
8602,020109,C,295.82,64,631
8602,020109,D,564.72,118,1107
8602,031779,B,572.24,49,527
8602,031779,C,1005.18,29,300
8602,031779,D,520.50,93,986
8602,080212,A,1100.54,44,394
8604,003480,A,922.34,127,1236
8604,003480,C,867.68,69,732
8604,003480,D,1063.99,146,1514
8604,01611,A,353.31,144,1236
8604,01611,B,46.55,31,265
8604,01611,C,1196.03,56,518
8604,020109,A,857.50,126,1136
8604,080212,C,718.10,82,789
8608,003480,C,374.32,191,1880
8608,01611,A,60.97,48,423
8608,01611,C,517.41,101,1063
8608,01611,D,857.46,156,1508
8608,020109,A,108.77,105,1076
8608,020109,D,952.79,130,1138
8608,031779,A,457.15,84,848
8608,031779,B,630.52,10,104
8609,003480,A,1068.06,93,872
8609,003480,B,736.63,124,1209
8609,003480,C,439.11,67,720
8609,01611,C,846.41,65,604
8609,020109,A,294.73,17,174
8609,080212,A,825.40,147,1404
8609,080212,B,688.21,130,1316
8610,003480,C,866.74,25,220
8610,003480,D,532.24,173,1765
8610,01611,B,753.02,19,195
8610,020109,A,378.65,5,50
8610,020109,B,655.19,109,1056
8610,020109,D,676.06,190,1794
8610,031779,B,862.76,141,1388
8610,031779,C,713.72,162,1612
8610,031779,D,591.48,8,76
8610,080212,B,473.32,45,429
8610,080212,C,719.05,144,1314
8611,003480,A,929.91,94,836
8611,003480,C,991.20,4,41
8611,01611,A,135.09,160,1669
8611,01611,B,570.91,106,1135
8611,020109,A,201.50,137,1231
8611,020109,B,807.98,119,1211
8611,020109,C,930.86,69,718
8611,031779,A,1110.34,134,1342
8611,031779,B,93.09,29,259
8611,031779,D,206.21,106,931
8611,080212,B,36.31,193,1926
8611,080212,C,1020.62,194,1917
8612,01611,A,41.64,136,1305
8612,01611,C,261.05,89,848
8612,020109,D,347.49,181,1622
8612,031779,A,215.62,62,583
8612,031779,B,217.06,61,649
8612,031779,C,501.00,32,319
8613,003480,A,13.87,57,598
8613,020109,B,12.46,91,862
8613,031779,B,799.86,115,1226
8613,031779,C,1071.36,188,1671
8613,031779,D,868.65,169,1706
8613,080212,B,465.19,7,62
8613,080212,C,300.81,138,1331
8617,003480,B,1034.03,11,110
8617,01611,A,725.83,85,886
8617,01611,B,511.87,25,267
8617,020109,B,619.71,107,1136
8617,020109,C,1157.43,44,447
8617,031779,A,123.41,194,1926
8617,080212,C,1226.60,64,688
8619,003480,B,19.97,126,1299
8619,003480,C,926.50,34,360
8619,003480,D,659.01,169,1575
8619,01611,A,71.19,161,1391
8619,01611,B,182.64,52,526
8619,01611,C,496.07,69,730
8619,020109,A,757.89,134,1135
8619,020109,B,1042.02,9,82
8619,020109,D,19.43,84,851
8619,031779,A,1081.04,160,1517
8619,031779,C,1120.68,58,503
8619,031779,D,318.94,105,1117
8619,080212,A,1054.86,154,1514
8619,080212,B,733.33,166,1641
8619,080212,C,137.24,49,499
8620,003480,A,869.77,172,1531
8620,003480,D,1238.46,122,1060
8620,01611,A,1052.14,2,18
8620,020109,A,275.63,40,404
8620,080212,B,724.86,115,1186
8620,080212,C,822.65,5,50
8622,020109,C,725.10,143,1498
8622,031779,D,623.08,174,1726
8622,080212,A,34.76,138,1235
8622,080212,B,27.59,48,440
8622,080212,C,823.93,18,184
8626,003480,B,595.11,87,760
8626,01611,A,503.22,67,662
8626,01611,C,135.95,105,952
8626,01611,D,223.18,66,577
8626,020109,A,528.88,49,484
8626,080212,A,1198.44,127,1216
8626,080212,B,309.73,174,1657
8626,080212,C,639.57,8,69
8629,003480,A,934.96,7,70
8629,020109,B,448.47,163,1648
8629,031779,A,405.43,61,628
8629,031779,D,149.44,138,1488
8629,080212,B,946.29,101,900
8629,080212,D,440.83,154,1614
8640,003480,A,157.48,60,547
8640,003480,C,1021.63,92,872
8640,003480,D,859.94,169,1735
8640,01611,B,669.83,104,901
8640,031779,A,865.06,21,202
8640,031779,C,1127.16,103,1036
8640,080212,B,1003.50,56,502
8641,003480,D,803.98,67,593
8641,01611,B,209.43,148,1292
8641,01611,C,583.84,151,1535
8641,031779,C,1017.11,165,1637
8641,080212,A,968.42,198,2105
8650,003480,A,669.89,65,653
8650,003480,B,25.45,94,792
8650,01611,A,1194.10,71,611
8650,01611,B,836.12,107,1075
8650,01611,C,966.06,144,1466
8650,020109,A,16.59,84,898
8650,020109,B,108.41,7,68
8650,020109,C,619.87,41,431
8650,031779,B,196.78,33,327
8650,080212,B,2.61,193,1819
8650,080212,C,84.20,46,401
8650,080212,D,1091.09,122,1146
8654,003480,A,82.81,71,704
8654,003480,B,314.60,0,0
8654,003480,C,715.98,166,1679
8654,003480,D,1134.04,14,118
8654,031779,B,434.47,51,454
8654,031779,D,9.82,55,495
8654,080212,B,909.51,192,1646
8656,003480,A,480.63,4,35
8656,003480,B,535.32,78,736
8656,020109,A,1094.82,40,401
8656,020109,B,355.86,54,530
8656,031779,A,370.76,82,829
8656,080212,A,1027.69,94,805
8656,080212,C,153.78,129,1184
8657,003480,B,658.87,24,220
8657,01611,B,695.19,97,973
8657,01611,C,152.45,14,121
8657,031779,B,34.55,5,50
8657,080212,A,1170.29,98,872
8657,080212,D,901.42,9,76
8665,020109,B,1209.45,91,980
8665,020109,C,1099.89,48,511
8665,031779,B,45.07,176,1597
8665,080212,A,1291.63,71,605
8665,080212,B,24.05,36,360
8665,080212,D,411.66,51,536
8666,003480,C,737.04,2,20
8666,003480,D,373.40,5,43
8666,01611,A,500.16,25,250
8666,020109,B,53.49,58,548
8666,080212,C,32.88,19,204
8666,080212,D,272.26,6,64
8667,003480,C,50.20,193,1988
8667,01611,B,330.67,104,938
8667,01611,C,9.42,64,579
8667,020109,A,1172.28,112,946
8667,020109,B,97.34,102,961
8667,080212,A,675.64,155,1593
8667,080212,C,423.16,158,1663
8672,003480,C,992.81,13,118
8672,01611,B,821.85,117,1261
8672,01611,C,76.00,154,1611
8672,01611,D,879.83,84,856
8672,020109,B,1090.27,11,111
8672,020109,C,599.28,35,332
8672,080212,A,566.75,164,1649
8673,020109,B,1214.21,64,680
8673,031779,A,915.90,141,1344
8673,031779,C,1270.87,176,1697
8673,031779,D,1000.38,191,1918
8673,080212,C,837.33,51,499
8673,080212,D,405.14,71,760
8681,020109,C,884.20,6,58
8681,031779,A,1188.52,189,1783
8681,031779,B,1193.75,135,1226
8681,031779,C,245.60,54,520
8684,01611,A,1140.70,102,1067
8684,01611,C,1282.32,141,1308
8684,01611,D,1248.22,86,912
8684,020109,B,499.47,159,1604
8684,080212,A,1231.40,200,2009
8684,080212,C,1328.03,157,1609
8686,003480,A,1017.76,70,651
8686,003480,B,83.58,132,1156
8686,003480,C,713.28,119,1054
8686,003480,D,102.80,130,1313
8686,01611,C,1172.51,194,2039
8686,01611,D,254.24,8,85
8686,020109,A,32.73,168,1463
8686,020109,B,349.03,0,0
8686,020109,D,367.04,150,1372
8686,031779,A,1148.77,49,427
8686,031779,B,567.93,182,1955
8686,080212,B,356.23,24,208
8686,080212,C,599.33,167,1700
8688,003480,A,457.06,12,113
8688,003480,B,612.42,13,113
8688,01611,A,1255.70,178,1769
8688,020109,B,419.45,33,328
8688,020109,C,888.68,94,851
8688,031779,A,190.36,189,1978
8688,080212,A,195.05,158,1678
8695,003480,A,977.52,58,573
8695,003480,B,168.19,2,17
8695,003480,C,525.84,181,1848
8695,01611,B,182.57,31,303
8695,01611,C,952.94,162,1734
8695,020109,C,427.72,5,53
8695,020109,D,359.44,68,666
8697,003480,B,438.03,58,614
8697,003480,C,268.91,172,1540
8697,003480,D,191.78,147,1471
8697,01611,A,986.38,164,1718
8697,01611,C,968.46,16,169
8697,01611,D,72.00,14,149
8697,080212,A,1217.52,139,1456
8701,003480,A,65.23,78,752
8701,01611,A,1316.76,11,106
8701,01611,B,767.71,167,1721
8701,01611,C,1154.18,84,785
8701,020109,A,220.80,123,1202
8701,020109,C,17.89,139,1293
8701,080212,C,430.89,148,1596
8702,003480,A,369.29,1,10
8702,003480,C,889.05,40,346
8702,003480,D,296.31,166,1747
8702,01611,C,858.10,146,1424
8702,020109,C,978.43,72,742
8702,031779,B,851.86,80,810
8702,080212,A,955.61,91,925
8702,080212,C,264.53,168,1454
8714,01611,A,710.16,1,10
8714,020109,A,655.36,154,1452
8714,020109,D,212.06,182,1608
8714,031779,C,64.93,19,172
8714,031779,D,548.01,170,1492
8714,080212,C,11.41,168,1770
8717,003480,A,561.83,128,1227
8717,003480,B,1094.39,177,1599
8717,01611,B,1428.16,159,1638
8717,020109,B,1410.92,194,2072
8717,020109,C,444.86,78,733
8717,020109,D,565.70,17,152
8717,031779,C,720.91,117,1089
8719,003480,C,1332.90,132,1303
8719,003480,D,1062.45,34,347
8719,01611,C,1095.07,44,375
8719,020109,A,1198.88,193,1875
8719,020109,D,1283.14,41,352
8719,031779,A,11.86,200,1831
8719,031779,B,148.07,16,157
8719,080212,B,240.97,146,1413
8725,003480,B,1173.76,121,1195
8725,003480,C,1023.24,122,1241
8725,01611,B,1160.61,17,149
8725,01611,C,53.45,13,130
8725,020109,A,892.24,15,139
8725,031779,C,126.50,60,600
8725,080212,A,485.60,63,572
8730,003480,A,1359.88,161,1361
8730,003480,C,1058.28,29,293
8730,003480,D,1449.37,35,336
8730,01611,B,1449.25,106,932
8730,01611,C,294.39,125,1329
8730,01611,D,988.92,10,104
8730,031779,A,1170.57,52,541
8730,080212,B,613.30,152,1382
8730,080212,C,756.57,99,1042
8742,003480,C,1200.36,147,1534
8742,01611,B,1370.44,162,1706
8742,01611,C,812.03,145,1478
8742,020109,B,1180.55,78,800
8742,031779,A,93.51,196,1815
8742,031779,B,444.55,145,1364
8742,031779,C,330.44,119,1186
8749,003480,B,167.40,162,1573
8749,003480,D,867.68,62,617
8749,01611,C,794.72,146,1412
8749,020109,A,55.71,44,459
8749,020109,D,750.81,79,741
8749,031779,A,850.94,173,1720
8749,080212,A,1428.00,74,706
8757,01611,A,556.53,115,1072
8757,01611,B,1444.24,7,69
8757,01611,C,129.43,49,463
8757,031779,C,894.37,142,1477
8757,031779,D,93.96,153,1486
8768,003480,A,1099.10,13,117
8768,003480,C,489.41,27,271
8768,020109,B,1408.28,129,1351
8768,020109,C,1331.96,54,467
8768,031779,A,1086.28,23,196
8768,080212,A,612.10,105,1042
8768,080212,B,908.94,155,1607
8768,080212,D,1134.38,109,1111
8770,003480,C,417.09,105,1056
8770,01611,A,520.51,106,1056
8770,01611,C,232.52,173,1552
8770,020109,B,553.53,165,1520
8770,020109,C,93.58,108,1010
8770,020109,D,763.73,152,1279
8770,031779,A,331.22,48,412
8770,031779,B,486.14,197,1686
8770,031779,C,1308.73,175,1721
8770,031779,D,1420.86,189,1611
8770,080212,C,24.99,146,1538
8771,003480,B,345.47,13,116
8771,01611,B,568.18,162,1733
8771,01611,C,350.29,192,1807
8771,01611,D,126.17,166,1440
8771,031779,B,363.13,186,1587
8777,003480,A,305.16,4,39
8777,003480,C,811.55,42,395
8777,01611,A,1297.12,200,1730
8777,01611,C,1433.18,59,497
8777,020109,C,886.99,169,1454
8777,031779,A,610.33,108,1092
8777,031779,B,1514.38,17,166
8781,003480,B,1246.43,166,1483
8781,003480,D,368.77,28,276
8781,01611,A,785.95,80,675
8781,01611,B,1472.83,129,1228
8781,031779,C,1090.98,183,1912
8781,080212,C,740.47,150,1295
8782,003480,A,420.81,131,1347
8782,003480,B,1448.49,66,674
8782,01611,A,1543.92,91,816
8782,01611,D,1190.33,75,672
8782,020109,A,1342.30,56,527
8782,020109,C,618.26,125,1286
8782,080212,A,672.73,150,1457
8782,080212,C,937.00,184,1759
8782,080212,D,896.14,58,535
8789,003480,B,1506.35,118,1222
8789,01611,A,185.17,126,1213
8789,01611,D,457.18,16,162
8789,020109,A,778.22,118,1225
8789,020109,B,1290.70,42,448
8789,020109,C,1237.78,154,1660
8789,020109,D,1203.22,14,119
8789,031779,C,1246.76,196,1840
8789,080212,B,197.96,135,1190
8800,003480,A,193.97,99,855
8800,01611,A,807.14,105,1117
8800,01611,B,372.48,132,1315
8800,020109,A,1275.36,112,1078
8800,020109,C,1171.10,181,1570
8800,031779,B,640.94,142,1234
8800,080212,B,410.51,160,1558
8800,080212,C,388.23,94,1001
8802,003480,A,1473.57,145,1475
8802,01611,B,1576.46,152,1280
8802,020109,C,281.72,10,90
8802,031779,A,1216.06,80,688
8802,031779,B,348.79,56,563
8802,080212,B,451.48,188,1938
8802,080212,C,1004.94,145,1266
8808,003480,C,869.80,198,1852
8808,01611,A,76.50,178,1698
8808,01611,D,374.93,26,265
8808,020109,B,1607.10,128,1262
8808,020109,D,1610.42,7,61
8808,080212,A,1499.09,170,1673
8808,080212,B,268.94,75,692
8816,01611,A,770.69,0,0
8816,01611,D,123.99,25,240
8816,020109,C,859.81,23,226
8816,020109,D,592.23,94,876
8816,080212,C,1578.32,31,324
8826,003480,B,1259.97,118,1107
8826,003480,C,592.25,27,249
8826,003480,D,424.67,128,1226
8826,020109,A,1448.61,101,1082
8826,031779,B,899.75,54,468
8826,031779,C,349.89,178,1775
8826,080212,A,471.41,59,518
8835,003480,C,1466.06,70,718
8835,01611,C,1155.14,62,584
8835,020109,C,888.54,15,146
8835,031779,A,1568.74,54,543
8835,080212,A,1640.92,85,855
8835,080212,B,717.95,123,1274
8835,080212,C,749.67,40,431
8842,003480,C,366.67,56,473
8842,01611,C,744.48,111,979
8842,020109,B,793.74,23,238
8842,031779,A,1274.72,158,1523
8842,031779,D,1019.71,98,1010
8842,080212,A,1055.26,200,2003
8842,080212,D,1560.34,61,522
8847,003480,A,1456.27,131,1372
8847,01611,B,617.67,184,1956
8847,020109,C,1508.43,8,72
8847,020109,D,211.82,158,1449
8847,031779,A,978.03,187,1701
8847,080212,B,1519.39,168,1801
8847,080212,C,926.30,62,559
8854,003480,A,1239.40,132,1303
8854,003480,B,536.42,18,164
8854,01611,A,265.90,31,315
8854,01611,B,1221.46,184,1912
8854,020109,C,152.07,29,305
8854,020109,D,24.01,146,1229
8854,031779,C,191.79,109,1086
8855,003480,B,1211.16,58,506
8855,01611,B,475.15,43,382
8855,01611,C,1444.10,159,1503
8855,01611,D,492.13,122,1074
8855,020109,A,864.07,141,1353
8855,020109,B,1574.16,153,1454
8855,020109,C,185.28,99,998
8855,031779,A,1335.52,40,424
8855,080212,A,1326.96,33,343
8855,080212,B,1204.28,21,184
8855,080212,C,1397.25,41,417
8867,003480,B,1527.52,79,794
8867,020109,A,445.58,101,878
8867,020109,B,954.07,19,188
8867,020109,C,1673.69,30,258
8867,031779,A,1572.31,113,1118
8867,031779,D,502.87,184,1820
8867,080212,C,1342.84,13,140
8870,01611,A,1345.87,63,612
8870,01611,C,1598.89,72,616
8870,020109,A,1171.60,154,1411
8870,031779,A,1182.08,176,1868
8870,031779,C,1726.66,45,419
8870,080212,A,1227.65,7,69
8870,080212,D,659.65,72,751
8875,003480,A,1633.31,138,1330
8875,003480,B,1254.10,197,1704
8875,003480,C,1214.63,28,287
8875,003480,D,340.31,23,203
8875,01611,A,1417.56,123,1257
8875,01611,B,864.89,190,1713
8875,020109,B,334.02,10,105
8875,020109,C,224.10,127,1105
8875,080212,C,1343.63,34,302
8888,020109,A,362.96,58,528
8888,031779,A,418.35,12,114
8888,031779,B,45.31,137,1394
8888,031779,C,1105.56,124,1266
8888,031779,D,263.89,39,330
8898,01611,A,1521.20,101,1032
8898,01611,C,1550.98,160,1435
8898,020109,A,1572.85,10,93
8898,020109,C,1531.11,52,441
8898,080212,C,643.73,149,1602
8898,080212,D,748.06,112,1123
8900,003480,A,815.48,188,1707
8900,003480,B,1502.85,5,48
8900,003480,C,1511.27,58,506
8900,01611,B,371.75,104,1070
8900,031779,A,210.01,13,136
8900,080212,A,1043.34,140,1193
8900,080212,B,1038.89,137,1184
8900,080212,C,118.33,104,895
8904,01611,A,1662.86,142,1471
8904,01611,C,713.04,169,1655
8904,01611,D,1504.41,74,687
8904,020109,B,808.06,37,348
8904,031779,A,1485.22,193,2052
8904,031779,B,1410.24,123,1054
8904,080212,A,1439.33,65,676
8905,003480,B,312.15,114,1073
8905,020109,A,1701.88,69,682
8905,031779,A,470.39,164,1612
8905,080212,C,662.67,131,1147
8907,003480,A,1664.57,88,894
8907,01611,A,778.22,42,393
8907,01611,B,133.44,199,1738
8907,01611,C,1409.56,28,298
8907,020109,C,1226.39,187,1667
8907,020109,D,409.85,160,1498
8907,031779,C,321.85,102,998
8907,080212,A,864.70,80,826
8907,080212,B,585.92,161,1643
8909,003480,A,1765.49,50,477
8909,01611,A,1268.12,159,1693
8909,01611,B,263.87,175,1598
8909,01611,C,487.81,125,1132
8909,020109,B,1766.12,110,1109
8909,020109,C,1257.90,68,723
8909,020109,D,500.56,39,340
8909,031779,B,1062.49,156,1462
8909,080212,B,1259.15,131,1281
8909,080212,D,1250.81,33,306
8910,003480,B,863.79,12,126
8910,003480,C,725.91,142,1371
8910,020109,B,910.38,181,1896
8910,031779,A,413.30,112,1003
8910,031779,C,1629.76,14,137
8910,031779,D,1547.54,179,1667
8910,080212,A,808.59,42,356
8911,003480,C,479.04,102,984
8911,01611,A,1554.36,179,1509
8911,01611,B,61.20,4,41
8911,01611,C,413.23,125,1198
8911,020109,A,470.74,60,512
8911,020109,B,0.20,148,1421
8911,020109,D,36.22,47,446
8911,031779,A,749.42,7,67
8911,031779,B,1259.82,11,96
8911,031779,D,1801.94,120,1161
8911,080212,A,334.55,17,173
8911,080212,B,974.85,69,687
8911,080212,C,656.90,103,988
8930,003480,A,1395.66,142,1309
8930,003480,B,1078.31,35,366
8930,01611,D,1144.87,141,1213
8930,020109,B,939.58,92,967
8930,080212,C,192.42,162,1492
8931,003480,A,929.92,56,515
8931,003480,B,209.47,95,817
8931,020109,A,1476.03,65,619
8931,020109,C,557.54,180,1573
8931,020109,D,566.59,134,1165
8931,031779,C,714.88,188,1693
8931,080212,B,1491.28,58,600
8933,003480,B,1255.54,76,644
8933,01611,A,1319.27,132,1306
8933,01611,C,75.93,68,724
8933,020109,A,833.78,194,1768
8933,031779,A,100.74,184,1576
8933,080212,B,1126.17,159,1584
8938,003480,C,1098.77,172,1779
8938,01611,B,457.64,2,18
8938,01611,D,959.75,13,112
8938,020109,A,179.01,83,894
8938,020109,B,580.07,179,1859
8938,020109,D,838.66,53,536
8938,031779,A,456.23,200,1747
8938,031779,B,227.38,26,261
8938,031779,C,798.03,1,9
8938,031779,D,452.44,66,601
8938,080212,A,1358.73,115,1087
8938,080212,C,1647.37,125,1172
8948,003480,B,867.92,175,1680
8948,003480,C,1883.54,122,1167
8948,01611,B,1531.33,75,742
8948,020109,A,1026.87,194,1645
8948,031779,A,1030.69,194,1720
8948,031779,B,421.14,92,982
8948,031779,C,1830.53,95,985
8948,031779,D,1840.23,120,1215
8956,003480,A,1839.61,178,1671
8956,003480,C,1136.68,147,1309
8956,003480,D,1504.40,154,1478
8956,031779,C,550.43,9,83
8956,031779,D,865.01,160,1369
8956,080212,C,1840.45,63,631
8957,003480,A,293.69,159,1589
8957,003480,C,1263.97,147,1334
8957,01611,C,593.59,66,654
8957,01611,D,1042.16,93,895
8957,020109,B,1570.19,1,9
8957,020109,D,938.24,52,445
8957,031779,B,1512.44,0,0
8957,080212,C,748.88,192,1950
8964,003480,A,429.82,135,1282
8964,003480,C,588.74,128,1202
8964,003480,D,132.15,66,563
8964,01611,C,1639.83,180,1599
8964,031779,B,1032.40,48,518
8964,080212,A,64.84,133,1131
8964,080212,B,655.75,98,1011
8973,003480,B,1382.70,129,1383
8973,003480,C,723.70,43,389
8973,01611,A,1334.88,174,1618
8973,01611,B,513.18,0,0
8973,020109,C,1092.93,38,386
8973,020109,D,177.14,177,1708
8973,031779,C,1430.48,85,912
8973,080212,B,550.95,87,744
8983,003480,D,778.63,139,1354
8983,01611,C,1095.61,18,177
8983,020109,B,1876.81,101,996
8983,031779,B,230.67,20,180
8983,031779,C,231.12,180,1592
8983,031779,D,870.16,140,1430
8986,003480,C,1546.53,81,726
8986,01611,C,1790.02,154,1586
8986,031779,A,316.47,197,1926
8986,031779,B,1867.83,30,265
8986,031779,C,369.58,164,1470
8986,080212,C,445.85,98,1007
8986,080212,D,1671.54,162,1424
8997,003480,A,1817.10,188,1906
8997,003480,C,153.93,107,1040
8997,003480,D,438.51,82,754
8997,01611,A,1741.44,141,1500
8997,01611,C,1140.37,85,737
8997,020109,A,1840.85,102,866
8997,020109,C,523.04,29,295
8997,020109,D,1036.18,11,105
8997,031779,B,875.63,1,10
8997,031779,C,1926.31,185,1661
8997,031779,D,300.61,183,1689
8997,080212,A,590.36,56,578
8998,003480,B,945.48,27,280
8998,003480,C,1546.71,27,290
8998,003480,D,1754.10,144,1428
8998,01611,A,349.37,105,916
8998,01611,C,451.12,91,976
8998,01611,D,673.33,100,906
8998,020109,B,1274.49,164,1505
8998,020109,D,126.98,132,1323
8998,031779,B,332.96,196,1781
8998,031779,C,1617.84,86,823
8999,003480,A,709.91,177,1520
8999,003480,B,1573.06,112,1035
8999,003480,C,1450.89,123,1120
8999,003480,D,877.03,139,1277
8999,020109,A,166.64,105,1047
